"","X","company_name","year","status_label_1yr","status_label_2yr","status_label_3yr","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X17","X18","X1_1yr","X1_2yr","X1_3yr","X2_1yr","X2_2yr","X2_3yr","X3_1yr","X3_2yr","X3_3yr","X4_1yr","X4_2yr","X4_3yr","X5_1yr","X5_2yr","X5_3yr","X6_1yr","X6_2yr","X6_3yr","X7_1yr","X7_2yr","X7_3yr","X8_1yr","X8_2yr","X8_3yr","X9_1yr","X9_2yr","X9_3yr","X10_1yr","X10_2yr","X10_3yr","X11_1yr","X11_2yr","X11_3yr","X12_1yr","X12_2yr","X12_3yr","X13_1yr","X13_2yr","X13_3yr","X14_1yr","X14_2yr","X14_3yr","X15_1yr","X15_2yr","X15_3yr","X17_1yr","X17_2yr","X17_3yr","X18_1yr","X18_2yr","X18_3yr"
"11931",19273,"C_3881",2003,"alive","alive","alive",13.146,21.91,0.591,2.601,4.583,1.163,5.931,44.0906,27.522,20.339,0.238,2.01,5.612,7.603,0.682,7.871,24.921,6.412,9.503,14.548,33.441,46.539,60.078,0.16,0.418,0.463,-1.296,-4.135,0.801,0.603,1.667,2.357,-1.676,-4.525,0.297,3.288,5.255,10.543,2.7708,5.7413,15.0663,39.032,53.051,71.938,7.802,11.109,16.491,0,0,0,-1.456,-4.553,0.338,5.591,6.512,11.86,2.749,4.25,5.206,-6.219,-4.543,-0.018,2.749,4.25,5.206,40.328,57.186,71.137
"11932",19274,"C_3881",2004,"alive","alive","alive",17.035,30.419,0.886,5.947,5.53,3.123,6.85,99.119,41.1,35.168,7.061,5.061,10.681,5.309,3.792,12.385,35.153,13.146,6.412,9.503,21.91,33.441,46.539,0.591,0.16,0.418,2.601,-1.296,-4.135,4.583,0.603,1.667,1.163,-1.676,-4.525,5.931,3.288,5.255,44.0906,2.7708,5.7413,27.522,39.032,53.051,20.339,7.802,11.109,0.238,0,0,2.01,-1.456,-4.553,5.612,5.591,6.512,7.603,2.749,4.25,0.682,-6.219,-4.543,7.871,2.749,4.25,24.921,40.328,57.186
"11933",19275,"C_3881",2005,"alive","alive","alive",18.384,29.591,1.248,1.153,8.941,-0.149,7.664,39.777,39.911,46.39,6.691,-0.095,10.32,16.573,3.34,23.279,38.758,17.035,13.146,6.412,30.419,21.91,33.441,0.886,0.591,0.16,5.947,2.601,-1.296,5.53,4.583,0.603,3.123,1.163,-1.676,6.85,5.931,3.288,99.119,44.0906,2.7708,41.1,27.522,39.032,35.168,20.339,7.802,7.061,0.238,0,5.061,2.01,-1.456,10.681,5.612,5.591,5.309,7.603,2.749,3.792,0.682,-6.219,12.385,7.871,2.749,35.153,24.921,40.328
"11934",19276,"C_3881",2006,"alive","alive","alive",26.993,44.393,1.534,-3.174,8.706,-3.79,13.592,90.3518,63.355,62.867,13.952,-4.708,18.962,17.735,-1.972,31.812,66.529,18.384,17.035,13.146,29.591,30.419,21.91,1.248,0.886,0.591,1.153,5.947,2.601,8.941,5.53,4.583,-0.149,3.123,1.163,7.664,6.85,5.931,39.777,99.119,44.0906,39.911,41.1,27.522,46.39,35.168,20.339,6.691,7.061,0.238,-0.095,5.061,2.01,10.32,10.681,5.612,16.573,5.309,7.603,3.34,3.792,0.682,23.279,12.385,7.871,38.758,35.153,24.921
"11935",19277,"C_3881",2007,"alive","alive","alive",32.127,51.497,2.423,-8.315,17.295,-14.058,12.945,84.9929,75.587,74.374,14.488,-10.738,24.09,30.599,-18.821,46.448,83.902,26.993,18.384,17.035,44.393,29.591,30.419,1.534,1.248,0.886,-3.174,1.153,5.947,8.706,8.941,5.53,-3.79,-0.149,3.123,13.592,7.664,6.85,90.3518,39.777,99.119,63.355,39.911,41.1,62.867,46.39,35.168,13.952,6.691,7.061,-4.708,-0.095,5.061,18.962,10.32,10.681,17.735,16.573,5.309,-1.972,3.34,3.792,31.812,23.279,12.385,66.529,38.758,35.153
"11936",19278,"C_3883",2002,"alive","alive","alive",84.254,545.681,47.417,257.521,0,71.548,11.777,547.9478,936.813,1318.565,886.315,210.104,391.132,124.929,157.025,1072.565,679.292,80.344,72.194,100.417,433.663,364.575,319.953,47.316,36.094,34.058,232.389,194.45,157.083,0,0,0,66.085,45.375,11.506,11.087,3.518,4.562,937.5191,544.8099,440.8078,784.75,694.844,594.554,1311.687,537.236,566.86,994.845,252.561,346.705,185.073,158.356,123.025,351.087,330.269,274.601,110.637,105.69,105.09,90.869,22.975,-22.4,1133.685,369.249,461.959,552.361,500.394,437.471
"11937",19279,"C_3883",2003,"alive","alive","alive",93.003,578.05,52.223,231.015,0,51.733,5.307,761.8969,959.504,1411.872,865.51,178.792,381.454,149.58,210.4,1108.628,728.489,84.254,80.344,72.194,545.681,433.663,364.575,47.417,47.316,36.094,257.521,232.389,194.45,0,0,0,71.548,66.085,45.375,11.777,11.087,3.518,547.9478,937.5191,544.8099,936.813,784.75,694.844,1318.565,1311.687,537.236,886.315,994.845,252.561,210.104,185.073,158.356,391.132,351.087,330.269,124.929,110.637,105.69,157.025,90.869,22.975,1072.565,1133.685,369.249,679.292,552.361,500.394
"11938",19280,"C_3883",2004,"alive","alive","alive",116.596,607.558,61.961,265.312,0,61.545,12.239,1380.1718,1040.85,1438.456,811.615,203.351,433.292,144.359,273.886,1065.694,775.538,93.003,84.254,80.344,578.05,545.681,433.663,52.223,47.417,47.316,231.015,257.521,232.389,0,0,0,51.733,71.548,66.085,5.307,11.777,11.087,761.8969,547.9478,937.5191,959.504,936.813,784.75,1411.872,1318.565,1311.687,865.51,886.315,994.845,178.792,210.104,185.073,381.454,391.132,351.087,149.58,124.929,110.637,210.4,157.025,90.869,1108.628,1072.565,1133.685,728.489,679.292,552.361
"11939",19281,"C_3885",2002,"alive","alive","alive",920.781,520.365,86.576,386.128,326.741,175.796,178.563,3021.4693,1223.198,2663.464,331.877,299.552,702.833,375.465,1000.834,865.18,837.07,889.738,831.345,434.711,483.184,335.687,216.611,101.225,71.409,44.008,403.973,249.191,301.907,252.325,248.945,108.532,116.361,157.495,178.881,173.085,85.703,180.86,3341.748,5405.4,3442.7631,1160.676,811.524,689.232,2528.334,2579.898,1438.75,415.703,483.272,149.503,302.748,177.782,257.899,677.492,475.837,472.621,245.125,280.44,129.186,880.957,788.861,656.53,856.284,1031.929,383.798,756.703,562.333,387.325
"11940",19282,"C_3885",2003,"alive","alive","alive",1323.489,596.173,100.352,439.265,393.393,202.864,211.174,4983.18,1457.722,3282.6,722.535,338.913,861.549,338.685,1215.982,1225.254,1018.457,920.781,889.738,831.345,520.365,483.184,335.687,86.576,101.225,71.409,386.128,403.973,249.191,326.741,252.325,248.945,175.796,116.361,157.495,178.563,173.085,85.703,3021.4693,3341.748,5405.4,1223.198,1160.676,811.524,2663.464,2528.334,2579.898,331.877,415.703,483.272,299.552,302.748,177.782,702.833,677.492,475.837,375.465,245.125,280.44,1000.834,880.957,788.861,865.18,856.284,1031.929,837.07,756.703,562.333
"11941",19283,"C_3885",2004,"alive","alive","alive",1370.186,786.415,106.666,437.244,321.299,151.333,251.459,3599.9132,1640.551,3243.683,587.653,330.578,854.136,255.629,1362.585,1000.534,1203.307,1323.489,920.781,889.738,596.173,520.365,483.184,100.352,86.576,101.225,439.265,386.128,403.973,393.393,326.741,252.325,202.864,175.796,116.361,211.174,178.563,173.085,4983.18,3021.4693,3341.748,1457.722,1223.198,1160.676,3282.6,2663.464,2528.334,722.535,331.877,415.703,338.913,299.552,302.748,861.549,702.833,677.492,338.685,375.465,245.125,1215.982,1000.834,880.957,1225.254,865.18,856.284,1018.457,837.07,756.703
"11942",19284,"C_3885",2005,"alive","alive","alive",1360.43,809.627,206.726,450.314,278.062,138.233,333.832,3309.6806,1646.203,3080.033,587.935,243.588,836.576,245.67,1489.581,975.792,1195.889,1370.186,1323.489,920.781,786.415,596.173,520.365,106.666,100.352,86.576,437.244,439.265,386.128,321.299,393.393,326.741,151.333,202.864,175.796,251.459,211.174,178.563,3599.9132,4983.18,3021.4693,1640.551,1457.722,1223.198,3243.683,3282.6,2663.464,587.653,722.535,331.877,330.578,338.913,299.552,854.136,861.549,702.833,255.629,338.685,375.465,1362.585,1215.982,1000.834,1000.534,1225.254,865.18,1203.307,1018.457,837.07
"11943",19285,"C_3885",2006,"alive","alive","alive",1261.676,1162.047,218.346,395.714,517.236,-445.005,384.692,2667.216,1979.244,3760.577,1124.145,177.368,817.197,689.929,1042.711,2080.189,1583.53,1360.43,1370.186,1323.489,809.627,786.415,596.173,206.726,106.666,100.352,450.314,437.244,439.265,278.062,321.299,393.393,138.233,151.333,202.864,333.832,251.459,211.174,3309.6806,3599.9132,4983.18,1646.203,1640.551,1457.722,3080.033,3243.683,3282.6,587.935,587.653,722.535,243.588,330.578,338.913,836.576,854.136,861.549,245.67,255.629,338.685,1489.581,1362.585,1215.982,975.792,1000.534,1225.254,1195.889,1203.307,1018.457
"11944",19286,"C_3885",2007,"alive","alive","alive",1173.776,1427.606,253.559,515.459,490.601,141.03,267.117,2813.2781,2496.651,3472.027,899.408,261.9,1069.045,444.927,1182.129,1622.562,1981.192,1261.676,1360.43,1370.186,1162.047,809.627,786.415,218.346,206.726,106.666,395.714,450.314,437.244,517.236,278.062,321.299,-445.005,138.233,151.333,384.692,333.832,251.459,2667.216,3309.6806,3599.9132,1979.244,1646.203,1640.551,3760.577,3080.033,3243.683,1124.145,587.935,587.653,177.368,243.588,330.578,817.197,836.576,854.136,689.929,245.67,255.629,1042.711,1489.581,1362.585,2080.189,975.792,1000.534,1583.53,1195.889,1203.307
"11945",19287,"C_3885",2008,"alive","alive","alive",1458.417,1384.725,170.737,560.184,473.127,238.379,305.009,2779.4346,2535.501,3677.887,824.678,389.447,1150.776,481.995,1414.95,1569.302,1975.317,1173.776,1261.676,1360.43,1427.606,1162.047,809.627,253.559,218.346,206.726,515.459,395.714,450.314,490.601,517.236,278.062,141.03,-445.005,138.233,267.117,384.692,333.832,2813.2781,2667.216,3309.6806,2496.651,1979.244,1646.203,3472.027,3760.577,3080.033,899.408,1124.145,587.935,261.9,177.368,243.588,1069.045,817.197,836.576,444.927,689.929,245.67,1182.129,1042.711,1489.581,1622.562,2080.189,975.792,1981.192,1583.53,1195.889
"11946",19288,"C_3885",2009,"alive","alive","alive",1771,1469.2,189,649,692.3,222,519.5,4887.874,2793,5992.2,1150.2,460,1323.8,1052.4,1642,2969.1,2144,1458.417,1173.776,1261.676,1384.725,1427.606,1162.047,170.737,253.559,218.346,560.184,515.459,395.714,473.127,490.601,517.236,238.379,141.03,-445.005,305.009,267.117,384.692,2779.4346,2813.2781,2667.216,2535.501,2496.651,1979.244,3677.887,3472.027,3760.577,824.678,899.408,1124.145,389.447,261.9,177.368,1150.776,1069.045,817.197,481.995,444.927,689.929,1414.95,1182.129,1042.711,1569.302,1622.562,2080.189,1975.317,1981.192,1583.53
"11947",19289,"C_3885",2010,"alive","alive","alive",1799.4,1866.3,281.9,792.5,631,184.4,560.9,6497.57,3566.9,5827.3,1016.1,510.6,1700.6,820.7,1822,2544.7,2774.4,1771,1458.417,1173.776,1469.2,1384.725,1427.606,189,170.737,253.559,649,560.184,515.459,692.3,473.127,490.601,222,238.379,141.03,519.5,305.009,267.117,4887.874,2779.4346,2813.2781,2793,2535.501,2496.651,5992.2,3677.887,3472.027,1150.2,824.678,899.408,460,389.447,261.9,1323.8,1150.776,1069.045,1052.4,481.995,444.927,1642,1414.95,1182.129,2969.1,1569.302,1622.562,2144,1975.317,1981.192
"11948",19290,"C_3885",2011,"alive","alive","alive",2569.7,2459.3,447.9,1078.1,889.4,260.9,1165.7,7675.248,4577,6698.3,848.5,630.2,2117.7,1839.5,2008.9,3135.8,3498.9,1799.4,1771,1458.417,1866.3,1469.2,1384.725,281.9,189,170.737,792.5,649,560.184,631,692.3,473.127,184.4,222,238.379,560.9,519.5,305.009,6497.57,4887.874,2779.4346,3566.9,2793,2535.501,5827.3,5992.2,3677.887,1016.1,1150.2,824.678,510.6,460,389.447,1700.6,1323.8,1150.776,820.7,1052.4,481.995,1822,1642,1414.95,2544.7,2969.1,1569.302,2774.4,2144,1975.317
"11949",19291,"C_3885",2012,"alive","alive","alive",3879.7,3279.2,578.6,1262.4,1543.2,97.3,1303.4,10982.2,5914.9,14103.5,6257.1,683.8,2635.7,2710.6,2219.5,10247.1,4652.5,2569.7,1799.4,1771,2459.3,1866.3,1469.2,447.9,281.9,189,1078.1,792.5,649,889.4,631,692.3,260.9,184.4,222,1165.7,560.9,519.5,7675.248,6497.57,4887.874,4577,3566.9,2793,6698.3,5827.3,5992.2,848.5,1016.1,1150.2,630.2,510.6,460,2117.7,1700.6,1323.8,1839.5,820.7,1052.4,2008.9,1822,1642,3135.8,2544.7,2969.1,3498.9,2774.4,2144
"11950",19292,"C_3885",2013,"alive","alive","alive",4434.7,4314.2,1008.7,2065.1,1786.3,-750.4,1404.9,29262.576,8677.6,22725.9,8517.4,1056.4,4363.4,3294.9,1522.8,13188.8,6612.5,3879.7,2569.7,1799.4,3279.2,2459.3,1866.3,578.6,447.9,281.9,1262.4,1078.1,792.5,1543.2,889.4,631,97.3,260.9,184.4,1303.4,1165.7,560.9,10982.2,7675.248,6497.57,5914.9,4577,3566.9,14103.5,6698.3,5827.3,6257.1,848.5,1016.1,683.8,630.2,510.6,2635.7,2117.7,1700.6,2710.6,1839.5,820.7,2219.5,2008.9,1822,10247.1,3135.8,2544.7,4652.5,3498.9,2774.4
"11951",19298,"C_3886",2002,"alive","alive","alive",7.842,16.258,3.245,3.47,1.364,-10.082,3.76,19.5565,28.911,97.589,47.665,0.225,12.653,22.771,-20.029,71.538,25.441,7.389,19.764,11.984,24.782,25.696,17.821,5.579,3.592,3.024,7.699,16.672,8.112,1.797,3.815,4.253,-7.614,4.457,3.367,3.618,5.951,4.682,40.6118,61.0605,40.145,40.755,49.067,29.138,100.049,98.813,84.214,9.139,28.207,15.696,2.12,13.08,5.088,15.973,23.371,11.317,57.744,22.427,26.16,-9.947,-2.333,-3.883,66.883,58.602,50.836,33.056,32.395,21.026
"11952",19299,"C_3887",2002,"alive","alive","alive",0.143,0.646,0.279,-3.967,0,-4.909,0.032,12.7002,1.415,0.322,0.047,-4.246,0.769,2.736,-71.247,2.783,5.382,1.14,0.676,1.663,1.571,1.404,0.503,0.707,0.545,0.171,-4.142,-5.181,1.416,0.232,0.153,0.168,-5.082,-7.671,1.118,0.528,0.353,0.375,51.513,23.6024,89.4856,3.084,2.725,6.752,1.839,1.642,3.943,0.122,0,0.022,-4.849,-5.726,1.245,1.513,1.321,6.249,2.663,1.576,2.019,-66.339,-61.257,-53.586,2.785,1.576,2.041,7.226,7.906,5.336
"11953",19300,"C_3887",2003,"alive","alive","alive",3.706,0.776,0.044,-4.128,0,-4.214,0.041,261.0235,0.774,3.784,0.027,-4.172,-0.002,0.204,-75.461,0.231,4.902,0.143,1.14,0.676,0.646,1.571,1.404,0.279,0.707,0.545,-3.967,-4.142,-5.181,0,0.232,0.153,-4.909,-5.082,-7.671,0.032,0.528,0.353,12.7002,51.513,23.6024,1.415,3.084,2.725,0.322,1.839,1.642,0.047,0.122,0,-4.246,-4.849,-5.726,0.769,1.513,1.321,2.736,2.663,1.576,-71.247,-66.339,-61.257,2.783,2.785,1.576,5.382,7.226,7.906
"11954",19301,"C_3887",2004,"alive","alive","alive",0.993,4.96,0.055,-4.577,0,-4.612,0.007,211.0238,0.383,1.144,0.006,-4.632,-4.577,0.292,-80.073,0.298,4.96,3.706,0.143,1.14,0.776,0.646,1.571,0.044,0.279,0.707,-4.128,-3.967,-4.142,0,0,0.232,-4.214,-4.909,-5.082,0.041,0.032,0.528,261.0235,12.7002,51.513,0.774,1.415,3.084,3.784,0.322,1.839,0.027,0.047,0.122,-4.172,-4.246,-4.849,-0.002,0.769,1.513,0.204,2.736,2.663,-75.461,-71.247,-66.339,0.231,2.783,2.785,4.902,5.382,7.226
"11955",19302,"C_3887",2005,"alive","alive","alive",1.077,5.201,0.056,-4.635,0,-4.661,0.094,214.4539,0.566,1.188,0,-4.691,-4.635,0.329,-84.736,0.329,5.201,0.993,3.706,0.143,4.96,0.776,0.646,0.055,0.044,0.279,-4.577,-4.128,-3.967,0,0,0,-4.612,-4.214,-4.909,0.007,0.041,0.032,211.0238,261.0235,12.7002,0.383,0.774,1.415,1.144,3.784,0.322,0.006,0.027,0.047,-4.632,-4.172,-4.246,-4.577,-0.002,0.769,0.292,0.204,2.736,-80.073,-75.461,-71.247,0.298,0.231,2.783,4.96,4.902,5.382
"11956",19303,"C_3887",2006,"alive","alive","alive",2.529,0.83,0.049,-5.719,0,-6.594,0.365,145.9612,1.117,2.693,0,-5.768,0.287,2.051,-101.602,2.051,6.836,1.077,0.993,3.706,5.201,4.96,0.776,0.056,0.055,0.044,-4.635,-4.577,-4.128,0,0,0,-4.661,-4.612,-4.214,0.094,0.007,0.041,214.4539,211.0238,261.0235,0.566,0.383,0.774,1.188,1.144,3.784,0,0.006,0.027,-4.691,-4.632,-4.172,-4.635,-4.577,-0.002,0.329,0.292,0.204,-84.736,-80.073,-75.461,0.329,0.298,0.231,5.201,4.96,4.902
"11957",19304,"C_3887",2007,"alive","alive","alive",3.351,2.172,0.05,-4.345,0,-4.257,0.254,115.7479,3.99,3.745,0.03,-4.395,1.818,0.886,-105.859,0.916,8.335,2.529,1.077,0.993,0.83,5.201,4.96,0.049,0.056,0.055,-5.719,-4.635,-4.577,0,0,0,-6.594,-4.661,-4.612,0.365,0.094,0.007,145.9612,214.4539,211.0238,1.117,0.566,0.383,2.693,1.188,1.144,0,0,0.006,-5.768,-4.691,-4.632,0.287,-4.635,-4.577,2.051,0.329,0.292,-101.602,-84.736,-80.073,2.051,0.329,0.298,6.836,5.201,4.96
"11958",19305,"C_3887",2008,"alive","alive","alive",1.494,2.13,0.071,-4.484,0,-2.686,0.662,25.7748,3.958,1.792,0.028,-4.555,1.828,0.906,-108.545,0.934,8.442,3.351,2.529,1.077,2.172,0.83,5.201,0.05,0.049,0.056,-4.345,-5.719,-4.635,0,0,0,-4.257,-6.594,-4.661,0.254,0.365,0.094,115.7479,145.9612,214.4539,3.99,1.117,0.566,3.745,2.693,1.188,0.03,0,0,-4.395,-5.768,-4.691,1.818,0.287,-4.635,0.886,2.051,0.329,-105.859,-101.602,-84.736,0.916,2.051,0.329,8.335,6.836,5.201
"11959",19306,"C_3887",2009,"alive","alive","alive",0.603,1.531,0.064,-2.087,0,-2.153,0.249,24.7188,4.053,0.893,0.197,-2.151,2.522,1.767,-110.697,1.964,6.14,1.494,3.351,2.529,2.13,2.172,0.83,0.071,0.05,0.049,-4.484,-4.345,-5.719,0,0,0,-2.686,-4.257,-6.594,0.662,0.254,0.365,25.7748,115.7479,145.9612,3.958,3.99,1.117,1.792,3.745,2.693,0.028,0.03,0,-4.555,-4.395,-5.768,1.828,1.818,0.287,0.906,0.886,2.051,-108.545,-105.859,-101.602,0.934,0.916,2.051,8.442,8.335,6.836
"11960",19307,"C_3887",2010,"alive","alive","alive",3.607,2.162,0.063,0.486,0,0.411,0.758,42.3377,8.043,3.844,1.584,0.423,5.881,1.45,-110.286,3.034,7.557,0.603,1.494,3.351,1.531,2.13,2.172,0.064,0.071,0.05,-2.087,-4.484,-4.345,0,0,0,-2.153,-2.686,-4.257,0.249,0.662,0.254,24.7188,25.7748,115.7479,4.053,3.958,3.99,0.893,1.792,3.745,0.197,0.028,0.03,-2.151,-4.555,-4.395,2.522,1.828,1.818,1.767,0.906,0.886,-110.697,-108.545,-105.859,1.964,0.934,0.916,6.14,8.442,8.335
"11961",19308,"C_3887",2011,"alive","alive","alive",4.065,2.263,0.076,-2.127,0,-2.57,0.84,32.1073,6.488,4.396,0.049,-2.203,4.225,2.43,-112.856,2.479,8.615,3.607,0.603,1.494,2.162,1.531,2.13,0.063,0.064,0.071,0.486,-2.087,-4.484,0,0,0,0.411,-2.153,-2.686,0.758,0.249,0.662,42.3377,24.7188,25.7748,8.043,4.053,3.958,3.844,0.893,1.792,1.584,0.197,0.028,0.423,-2.151,-4.555,5.881,2.522,1.828,1.45,1.767,0.906,-110.286,-110.697,-108.545,3.034,1.964,0.934,7.557,6.14,8.442
"11962",19309,"C_3887",2012,"alive","alive","alive",1.394,1.31,0.111,-4.567,0,-5.129,0.369,11.9699,3.593,1.693,1.641,-4.678,2.283,2.585,-117.985,4.226,8.16,4.065,3.607,0.603,2.263,2.162,1.531,0.076,0.063,0.064,-2.127,0.486,-2.087,0,0,0,-2.57,0.411,-2.153,0.84,0.758,0.249,32.1073,42.3377,24.7188,6.488,8.043,4.053,4.396,3.844,0.893,0.049,1.584,0.197,-2.203,0.423,-2.151,4.225,5.881,2.522,2.43,1.45,1.767,-112.856,-110.286,-110.697,2.479,3.034,1.964,8.615,7.557,6.14
"11963",19310,"C_3887",2013,"alive","alive","alive",0.668,1.207,0.096,-1.827,0,-3.141,0.463,4.3608,3.918,0.853,0,-1.923,2.711,4.236,-121.126,4.236,5.745,1.394,4.065,3.607,1.31,2.263,2.162,0.111,0.076,0.063,-4.567,-2.127,0.486,0,0,0,-5.129,-2.57,0.411,0.369,0.84,0.758,11.9699,32.1073,42.3377,3.593,6.488,8.043,1.693,4.396,3.844,1.641,0.049,1.584,-4.678,-2.203,0.423,2.283,4.225,5.881,2.585,2.43,1.45,-117.985,-112.856,-110.286,4.226,2.479,3.034,8.16,8.615,7.557
"11964",19315,"C_3888",2002,"alive","alive","alive",2.27,3.817,0.439,-7.284,0.572,-7.628,0.319,17.0196,4.245,25.588,2.304,-7.723,0.428,14.142,-49.065,16.446,11.529,1.009,7.319,19.903,4.299,12.181,28.954,0.542,0.86,3.28,-3.783,-10.733,-19.366,0.09,0,3.672,-4.657,-13.463,-22.277,0.315,1.204,3.623,0.2946,10.8834,76.0285,3.858,14.397,32.767,1.677,9.085,26.488,0,0,0,-4.325,-11.593,-22.646,-0.441,2.216,3.813,1.904,4.697,8.648,-40.427,-35.771,-22.308,1.904,4.697,9.165,7.641,25.13,52.133
"11965",19316,"C_3888",2003,"alive","alive","alive",0.499,6.276,0.113,-6.249,0,-8.918,0.027,483.3486,0.027,24.437,0.674,-6.362,-6.249,7.906,-60.183,8.58,6.276,2.27,1.009,7.319,3.817,4.299,12.181,0.439,0.542,0.86,-7.284,-3.783,-10.733,0.572,0.09,0,-7.628,-4.657,-13.463,0.319,0.315,1.204,17.0196,0.2946,10.8834,4.245,3.858,14.397,25.588,1.677,9.085,2.304,0,0,-7.723,-4.325,-11.593,0.428,-0.441,2.216,14.142,1.904,4.697,-49.065,-40.427,-35.771,16.446,1.904,4.697,11.529,7.641,25.13
"11966",19317,"C_3888",2004,"alive","alive","alive",14.399,28.94,0.201,-28.898,0,-35.816,0.119,295.3368,0.042,29.417,0.091,-29.099,-28.898,2.631,-95.999,2.722,28.94,0.499,2.27,1.009,6.276,3.817,4.299,0.113,0.439,0.542,-6.249,-7.284,-3.783,0,0.572,0.09,-8.918,-7.628,-4.657,0.027,0.319,0.315,483.3486,17.0196,0.2946,0.027,4.245,3.858,24.437,25.588,1.677,0.674,2.304,0,-6.362,-7.723,-4.325,-6.249,0.428,-0.441,7.906,14.142,1.904,-60.183,-49.065,-40.427,8.58,16.446,1.904,6.276,11.529,7.641
"11967",19318,"C_3888",2005,"alive","alive","alive",2.652,22.124,0.558,-22.064,0,28.604,0.157,135.5078,0.06,10.449,9.958,-22.622,-22.064,58.279,-152.248,68.237,22.124,14.399,0.499,2.27,28.94,6.276,3.817,0.201,0.113,0.439,-28.898,-6.249,-7.284,0,0,0.572,-35.816,-8.918,-7.628,0.119,0.027,0.319,295.3368,483.3486,17.0196,0.042,0.027,4.245,29.417,24.437,25.588,0.091,0.674,2.304,-29.099,-6.362,-7.723,-28.898,-6.249,0.428,2.631,7.906,14.142,-95.999,-60.183,-49.065,2.722,8.58,16.446,28.94,6.276,11.529
"11968",19319,"C_3888",2006,"alive","alive","alive",0.691,26.119,0.391,-26.019,0,-41.305,0.152,95.9905,0.1,7.168,20.548,-26.41,-26.019,14.426,-191.944,35.693,26.119,2.652,14.399,0.499,22.124,28.94,6.276,0.558,0.201,0.113,-22.064,-28.898,-6.249,0,0,0,28.604,-35.816,-8.918,0.157,0.119,0.027,135.5078,295.3368,483.3486,0.06,0.042,0.027,10.449,29.417,24.437,9.958,0.091,0.674,-22.622,-29.099,-6.362,-22.064,-28.898,-6.249,58.279,2.631,7.906,-152.248,-95.999,-60.183,68.237,2.722,8.58,22.124,28.94,6.276
"11969",19320,"C_3888",2007,"alive","alive","alive",25.63,19.443,0.53,-19.163,0,-51.71,0.196,521.7752,0.28,31.301,13.288,-19.693,-19.163,14.257,-241.653,29.75,19.443,0.691,2.652,14.399,26.119,22.124,28.94,0.391,0.558,0.201,-26.019,-22.064,-28.898,0,0,0,-41.305,28.604,-35.816,0.152,0.157,0.119,95.9905,135.5078,295.3368,0.1,0.06,0.042,7.168,10.449,29.417,20.548,9.958,0.091,-26.41,-22.622,-29.099,-26.019,-22.064,-28.898,14.426,58.279,2.631,-191.944,-152.248,-95.999,35.693,68.237,2.722,26.119,22.124,28.94
"11970",19321,"C_3888",2008,"alive","alive","failed",32.612,38.733,2.02,-31.885,10.202,-52.46,7.006,808.4791,6.848,141.731,5.771,-33.905,-31.885,28.057,-295.316,35.318,38.733,25.63,0.691,2.652,19.443,26.119,22.124,0.53,0.391,0.558,-19.163,-26.019,-22.064,0,0,0,-51.71,-41.305,28.604,0.196,0.152,0.157,521.7752,95.9905,135.5078,0.28,0.1,0.06,31.301,7.168,10.449,13.288,20.548,9.958,-19.693,-26.41,-22.622,-19.163,-26.019,-22.064,14.257,14.426,58.279,-241.653,-191.944,-152.248,29.75,35.693,68.237,19.443,26.119,22.124
"11971",19322,"C_3888",2009,"alive","failed","failed",36.767,28.145,7.668,-41.768,10.415,-51.004,6.35,788.5375,34.8,174.407,7.368,-49.436,6.655,40.486,-336.645,56.408,76.568,32.612,25.63,0.691,38.733,19.443,26.119,2.02,0.53,0.391,-31.885,-19.163,-26.019,10.202,0,0,-52.46,-51.71,-41.305,7.006,0.196,0.152,808.4791,521.7752,95.9905,6.848,0.28,0.1,141.731,31.301,7.168,5.771,13.288,20.548,-33.905,-19.693,-26.41,-31.885,-19.163,-26.019,28.057,14.257,14.426,-295.316,-241.653,-191.944,35.318,29.75,35.693,38.733,19.443,26.119
"11972",19323,"C_3888",2010,"failed","failed","failed",147.429,59.794,9.83,-42.372,34.862,-68.801,39.968,620.6883,77.406,396.544,55.992,-52.202,17.612,84.589,-404.075,189.468,119.778,36.767,32.612,25.63,28.145,38.733,19.443,7.668,2.02,0.53,-41.768,-31.885,-19.163,10.415,10.202,0,-51.004,-52.46,-51.71,6.35,7.006,0.196,788.5375,808.4791,521.7752,34.8,6.848,0.28,174.407,141.731,31.301,7.368,5.771,13.288,-49.436,-33.905,-19.693,6.655,-31.885,-19.163,40.486,28.057,14.257,-336.645,-295.316,-241.653,56.408,35.318,29.75,76.568,38.733,19.443
